,date,time,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco
0,20180101,00:00:00,11.7,9.4,86,0.0,60.0,9.4,1022.4,
1,20180101,01:00:00,11.1,9.4,89,0.0,140.0,7.6,1022.6,
2,20180101,02:00:00,10.6,8.4,86,0.0,,0.0,1022.6,
3,20180101,03:00:00,8.9,7.2,89,0.0,280.0,0.0,1022.7,
4,20180101,04:00:00,8.3,6.8,90,0.0,280.0,7.6,1022.8,
5,20180101,05:00:00,8.3,6.1,86,0.0,250.0,5.4,1022.5,
6,20180101,06:00:00,7.8,6.7,93,0.0,200.0,0.0,1022.9,5.0
7,20180101,07:00:00,7.2,6.1,93,0.0,200.0,5.4,1023.5,
8,20180101,08:00:00,8.3,6.8,90,0.0,,0.0,1023.6,5.0
9,20180101,09:00:00,10.6,9.4,92,0.0,,0.0,1023.9,5.0
10,20180101,10:00:00,11.7,8.9,83,0.0,40.0,0.0,1024.5,5.0
11,20180101,11:00:00,11.7,8.9,83,0.0,40.0,7.6,1024.2,5.0
12,20180101,12:00:00,12.2,8.9,80,0.0,30.0,5.4,1023.2,5.0
13,20180101,13:00:00,12.8,9.4,80,0.0,20.0,5.4,1022.1,
14,20180101,14:00:00,13.9,9.9,77,0.0,350.0,7.6,1021.3,
15,20180101,15:00:00,13.9,9.3,74,0.0,10.0,7.6,1021.2,
16,20180101,16:00:00,13.9,9.3,74,0.0,50.0,0.0,1020.9,
17,20180101,17:00:00,12.8,8.9,77,0.0,50.0,5.4,1020.6,
18,20180101,18:00:00,13.3,8.4,72,0.0,,0.0,1020.8,
19,20180101,19:00:00,13.9,8.3,69,0.0,,0.0,1020.9,
20,20180101,20:00:00,13.9,7.9,67,0.0,,0.0,1020.9,
21,20180101,21:00:00,11.1,7.8,80,0.0,,0.0,1021.0,
22,20180101,22:00:00,11.7,7.2,74,0.0,,0.0,1021.2,
23,20180101,23:00:00,11.7,8.4,80,0.0,360.0,0.0,1021.7,
24,20180102,00:00:00,11.7,9.4,86,0.0,360.0,5.4,1021.8,
25,20180102,01:00:00,11.7,9.4,86,0.0,50.0,5.4,1021.6,
26,20180102,02:00:00,10.6,8.4,86,0.0,,0.0,1021.6,
27,20180102,03:00:00,10.0,8.3,89,0.0,,0.0,1021.5,
28,20180102,04:00:00,10.0,7.2,83,0.0,10.0,0.0,1021.1,
29,20180102,05:00:00,11.1,8.8,86,0.0,10.0,7.6,1021.5,
30,20180102,06:00:00,11.1,8.8,86,0.0,,0.0,1021.7,
31,20180102,07:00:00,10.6,8.4,86,0.0,,0.0,1021.6,
32,20180102,08:00:00,10.6,8.4,86,0.0,,0.0,1021.7,
33,20180102,09:00:00,11.1,8.8,86,0.0,,0.0,1022.0,
34,20180102,10:00:00,12.2,8.9,80,0.0,,0.0,1022.1,
35,20180102,11:00:00,12.2,8.3,77,0.0,20.0,0.0,1021.9,
36,20180102,12:00:00,12.2,8.9,80,0.0,20.0,9.4,1021.4,
37,20180102,13:00:00,12.8,9.4,80,0.0,10.0,5.4,1020.6,
38,20180102,14:00:00,13.3,9.0,75,0.0,130.0,5.4,1020.3,
39,20180102,15:00:00,14.4,7.9,65,0.0,130.0,5.4,1020.0,
40,20180102,16:00:00,13.9,7.9,67,0.0,,0.0,1019.4,
41,20180102,17:00:00,13.9,7.9,67,0.0,180.0,0.0,1019.5,
42,20180102,18:00:00,13.9,7.9,67,0.0,180.0,5.4,1019.4,
43,20180102,19:00:00,13.9,7.2,64,0.0,150.0,11.2,1019.0,
44,20180102,20:00:00,14.4,6.7,60,0.0,120.0,9.4,1018.6,
45,20180102,21:00:00,13.9,6.0,59,0.0,130.0,5.4,1018.9,
46,20180102,22:00:00,13.9,5.5,57,0.0,150.0,5.4,1019.0,
47,20180102,23:00:00,13.3,6.6,64,0.0,130.0,7.6,1018.6,
48,20180103,00:00:00,13.9,6.0,59,0.0,140.0,9.4,1018.4,
49,20180103,01:00:00,11.7,8.4,80,0.0,80.0,7.6,1018.2,
50,20180103,02:00:00,12.2,8.9,80,0.0,,0.0,1018.1,
51,20180103,03:00:00,11.7,7.2,74,0.0,60.0,0.0,1018.1,
52,20180103,04:00:00,11.7,7.8,77,0.0,60.0,5.4,1017.6,
53,20180103,05:00:00,11.7,7.2,74,0.0,140.0,5.4,1016.9,
54,20180103,06:00:00,11.1,8.3,83,0.0,80.0,5.4,1016.6,
55,20180103,07:00:00,11.1,8.3,83,0.0,40.0,7.6,1016.6,
56,20180103,08:00:00,11.1,8.8,86,0.0,40.0,0.0,1016.7,
57,20180103,09:00:00,11.7,9.4,86,0.0,40.0,7.6,1016.8,
58,20180103,10:00:00,12.8,10.0,83,0.0,,0.0,1017.4,5.0
59,20180103,11:00:00,12.2,9.4,83,,120.0,0.0,1017.7,5.0
60,20180103,12:00:00,12.2,9.4,83,0.3,120.0,7.6,1016.8,5.0
61,20180103,13:00:00,12.8,8.9,77,0.0,70.0,0.0,1016.6,7.0
62,20180103,14:00:00,11.7,8.9,83,0.3,70.0,11.2,1016.0,7.0
63,20180103,15:00:00,11.7,8.9,83,,100.0,13.0,1015.6,5.0
64,20180103,16:00:00,12.2,9.4,83,,360.0,0.0,1016.0,5.0
65,20180103,17:00:00,12.2,8.9,80,0.0,360.0,7.6,1015.0,7.0
66,20180103,18:00:00,12.8,9.4,80,,,0.0,1015.1,8.0
67,20180103,19:00:00,12.2,9.4,83,1.0,,0.0,1015.5,
68,20180103,20:00:00,12.2,9.4,83,0.5,160.0,11.2,1016.0,9.0
69,20180103,21:00:00,11.7,9.9,89,5.6,90.0,5.4,1015.9,7.0
70,20180103,22:00:00,11.7,9.9,89,,110.0,5.4,1015.9,5.0
71,20180103,23:00:00,12.2,10.6,90,,150.0,0.0,1016.4,5.0
72,20180104,00:00:00,11.7,10.6,93,0.0,150.0,9.4,1016.3,5.0
73,20180104,01:00:00,12.2,10.6,90,0.0,60.0,7.6,1016.4,5.0
74,20180104,02:00:00,12.2,11.1,93,0.0,10.0,0.0,1016.9,5.0
75,20180104,03:00:00,12.2,11.1,93,0.0,10.0,5.4,1017.2,
76,20180104,04:00:00,12.2,10.6,90,0.0,70.0,13.0,1017.3,
77,20180104,05:00:00,12.2,10.6,90,0.0,80.0,9.4,1017.3,
78,20180104,06:00:00,11.7,10.6,93,0.0,60.0,7.6,1017.4,5.0
79,20180104,07:00:00,11.7,9.9,89,0.0,,0.0,1017.8,5.0
80,20180104,08:00:00,11.7,9.9,89,0.0,,0.0,1018.0,5.0
81,20180104,09:00:00,13.3,11.2,87,0.0,20.0,0.0,1018.7,5.0
82,20180104,10:00:00,12.8,10.5,86,0.0,20.0,9.4,1018.9,
83,20180104,11:00:00,13.3,11.2,87,0.0,10.0,7.6,1019.1,5.0
84,20180104,12:00:00,13.3,11.2,87,0.0,10.0,7.6,1018.5,
85,20180104,13:00:00,13.3,11.2,87,,10.0,11.2,1017.5,
86,20180104,14:00:00,13.3,11.2,87,0.0,20.0,14.8,1017.0,
87,20180104,15:00:00,13.3,11.2,87,0.0,360.0,9.4,1016.8,
88,20180104,16:00:00,13.9,11.8,87,0.0,320.0,9.4,1017.2,
89,20180104,17:00:00,17.2,13.3,78,0.0,160.0,22.3,1017.4,
90,20180104,18:00:00,16.1,13.2,83,0.0,160.0,13.0,1017.9,
91,20180104,19:00:00,16.1,12.8,81,0.0,190.0,14.8,1018.6,
92,20180104,20:00:00,16.1,12.8,81,0.0,190.0,20.5,1019.3,7.0
93,20180104,21:00:00,15.6,13.3,86,0.8,180.0,16.6,1020.0,
94,20180104,22:00:00,16.1,13.2,83,,170.0,13.0,1020.1,
95,20180104,23:00:00,15.6,12.7,83,0.0,150.0,13.0,1020.2,
96,20180105,00:00:00,15.6,13.3,86,0.0,170.0,13.0,1020.0,
97,20180105,01:00:00,13.9,12.1,89,0.0,70.0,0.0,1019.8,
98,20180105,02:00:00,13.3,11.7,90,0.0,70.0,13.0,1019.8,
99,20180105,03:00:00,13.9,12.8,93,0.0,140.0,9.4,1020.5,
100,20180105,04:00:00,14.4,12.8,90,0.0,120.0,7.6,1020.3,
101,20180105,05:00:00,13.9,12.1,89,0.0,110.0,7.6,1020.1,
102,20180105,06:00:00,13.9,12.8,93,0.0,,0.0,1019.9,
103,20180105,07:00:00,15.0,12.9,87,0.0,80.0,0.0,1020.3,
104,20180105,08:00:00,13.9,11.8,87,,80.0,5.4,1020.9,
105,20180105,09:00:00,13.9,12.1,89,,90.0,0.0,1021.5,7.0
106,20180105,10:00:00,15.0,13.4,90,0.5,90.0,5.4,1022.4,7.0
107,20180105,11:00:00,14.4,13.3,93,0.5,180.0,7.6,1022.6,
108,20180105,12:00:00,16.7,15.1,90,,180.0,13.0,1022.3,
109,20180105,13:00:00,17.2,14.5,84,0.0,200.0,16.6,1021.7,
110,20180105,14:00:00,15.0,12.1,83,0.0,270.0,25.9,1021.8,
111,20180105,15:00:00,13.9,11.8,87,0.0,290.0,24.1,1022.2,
112,20180105,16:00:00,13.9,11.1,83,0.0,290.0,18.4,1022.5,7.0
113,20180105,17:00:00,13.3,10.7,84,,270.0,11.2,1022.2,7.0
114,20180105,18:00:00,12.8,10.0,83,0.3,290.0,13.0,1022.6,7.0
115,20180105,19:00:00,12.8,10.5,86,0.8,300.0,7.6,1023.0,
116,20180105,20:00:00,12.2,10.6,90,,300.0,5.4,1022.7,7.0
117,20180105,21:00:00,12.2,9.9,86,1.5,260.0,9.4,1023.0,7.0
118,20180105,22:00:00,11.7,9.9,89,1.3,290.0,11.2,1023.4,
119,20180105,23:00:00,12.2,10.6,90,,200.0,5.4,1023.3,
120,20180106,00:00:00,12.2,10.6,90,0.0,90.0,0.0,1023.2,
121,20180106,01:00:00,12.2,10.6,90,0.0,90.0,5.4,1022.9,
122,20180106,02:00:00,11.7,10.6,93,0.0,130.0,7.6,1022.5,
123,20180106,03:00:00,11.7,10.6,93,0.0,160.0,7.6,1022.1,
124,20180106,04:00:00,11.7,9.9,89,0.0,250.0,7.6,1022.3,
125,20180106,05:00:00,11.1,9.4,89,0.0,280.0,5.4,1022.5,
126,20180106,06:00:00,11.1,10.0,93,0.0,310.0,5.4,1022.6,
127,20180106,07:00:00,11.1,8.8,86,0.0,270.0,11.2,1022.9,
128,20180106,08:00:00,11.7,9.4,86,0.0,320.0,9.4,1022.9,
129,20180106,09:00:00,12.2,9.9,86,0.0,270.0,9.4,1022.9,
130,20180106,10:00:00,13.3,9.9,80,0.0,290.0,18.4,1023.6,
131,20180106,11:00:00,12.8,8.9,77,0.0,300.0,20.5,1024.4,
132,20180106,12:00:00,13.9,8.9,72,0.0,270.0,16.6,1023.6,
133,20180106,13:00:00,13.9,8.9,72,0.0,290.0,14.8,1022.4,
134,20180106,14:00:00,13.9,8.9,72,0.0,290.0,18.4,1021.8,
135,20180106,15:00:00,14.4,9.0,70,0.0,290.0,18.4,1021.6,
136,20180106,16:00:00,13.3,8.4,72,0.0,300.0,14.8,1021.3,
137,20180106,17:00:00,12.2,7.7,74,0.0,260.0,16.6,1022.0,
138,20180106,18:00:00,11.7,8.4,80,0.0,270.0,20.5,1022.3,
139,20180106,19:00:00,11.7,8.9,83,0.0,280.0,16.6,1021.7,
140,20180106,20:00:00,10.6,8.4,86,0.0,270.0,13.0,1022.2,
141,20180106,21:00:00,10.6,8.4,86,0.0,280.0,14.8,1022.2,
142,20180106,22:00:00,10.6,8.4,86,0.0,200.0,5.4,1022.1,
143,20180106,23:00:00,9.4,7.2,86,0.0,,0.0,1022.3,
144,20180107,00:00:00,8.9,7.2,89,0.0,20.0,0.0,1021.6,
145,20180107,01:00:00,11.1,8.8,86,0.0,20.0,5.4,1021.6,
146,20180107,02:00:00,10.6,8.4,86,0.0,,0.0,1021.5,
147,20180107,03:00:00,10.6,8.4,86,0.0,80.0,5.4,1021.4,
148,20180107,04:00:00,10.6,8.9,89,0.0,50.0,9.4,1021.0,
149,20180107,05:00:00,9.4,8.3,93,0.0,130.0,9.4,1020.6,5.0
150,20180107,06:00:00,8.9,7.8,93,0.0,150.0,9.4,1021.0,5.0
151,20180107,07:00:00,8.9,7.8,93,0.0,130.0,9.4,1020.6,
152,20180107,08:00:00,8.9,8.3,96,0.0,170.0,5.4,1020.6,
153,20180107,09:00:00,10.0,8.3,89,0.0,170.0,7.6,1020.6,
154,20180107,10:00:00,11.1,8.3,83,0.0,,0.0,1021.0,
155,20180107,11:00:00,11.1,8.3,83,0.0,60.0,0.0,1020.7,
156,20180107,12:00:00,11.1,8.3,83,0.0,60.0,7.6,1019.5,
157,20180107,13:00:00,11.1,8.3,83,0.0,50.0,7.6,1018.9,
158,20180107,14:00:00,11.1,8.8,86,0.0,30.0,5.4,1018.6,
159,20180107,15:00:00,11.1,8.3,83,0.0,10.0,5.4,1018.2,
160,20180107,16:00:00,11.1,8.8,86,0.0,40.0,0.0,1018.0,
161,20180107,17:00:00,11.7,8.4,80,0.0,40.0,5.4,1017.7,
162,20180107,18:00:00,11.7,8.4,80,0.0,,0.0,1017.3,
163,20180107,19:00:00,11.7,8.4,80,0.0,,0.0,1017.4,
164,20180107,20:00:00,11.7,8.4,80,0.0,,0.0,1017.0,
165,20180107,21:00:00,11.7,8.9,83,0.0,,0.0,1016.8,
166,20180107,22:00:00,11.7,8.9,83,0.0,,0.0,1016.5,
167,20180107,23:00:00,11.1,8.8,86,0.0,,0.0,1015.9,
0,20180108,00:00:00,11.7,8.9,83,,,0.0,1015.5,7.0
1,20180108,01:00:00,11.7,9.4,86,0.3,,0.0,1015.2,
2,20180108,02:00:00,11.1,8.8,86,0.8,70.0,7.6,1014.5,7.0
3,20180108,03:00:00,11.1,9.4,89,1.3,60.0,7.6,1013.6,8.0
4,20180108,04:00:00,10.6,9.4,92,2.0,220.0,5.4,1012.9,
5,20180108,05:00:00,10.6,9.4,92,3.3,50.0,11.2,1011.9,9.0
6,20180108,06:00:00,11.1,9.4,89,4.6,70.0,7.6,1011.9,8.0
7,20180108,07:00:00,11.1,10.0,93,4.3,70.0,5.4,1011.5,8.0
8,20180108,08:00:00,10.6,10.0,96,3.6,150.0,5.4,1010.9,8.0
9,20180108,09:00:00,10.6,10.0,96,3.6,,0.0,1010.6,
10,20180108,10:00:00,11.1,10.0,93,1.8,110.0,5.4,1010.4,9.0
11,20180108,11:00:00,11.7,9.9,89,4.1,110.0,7.6,1009.6,7.0
12,20180108,12:00:00,11.7,10.6,93,3.3,110.0,5.4,1008.5,
13,20180108,13:00:00,11.7,10.6,93,2.3,70.0,7.6,1007.5,7.0
14,20180108,14:00:00,12.2,11.1,93,2.8,,0.0,1006.8,
15,20180108,15:00:00,12.2,11.1,93,1.3,80.0,0.0,1006.1,8.0
16,20180108,16:00:00,13.3,12.2,93,3.0,80.0,5.4,1005.4,7.0
17,20180108,17:00:00,13.3,12.8,97,1.0,,0.0,1004.9,
18,20180108,18:00:00,14.4,13.3,93,2.8,140.0,11.2,1004.3,8.0
19,20180108,19:00:00,13.3,12.2,93,3.6,40.0,9.4,1003.4,8.0
20,20180108,20:00:00,13.3,12.2,93,3.8,100.0,5.4,1002.8,9.0
21,20180108,21:00:00,13.9,12.8,93,6.1,100.0,5.4,1002.5,9.0
22,20180108,22:00:00,13.3,12.2,93,7.6,20.0,0.0,1002.2,9.0
23,20180108,23:00:00,13.3,12.2,93,7.6,20.0,9.4,1002.2,
24,20180109,00:00:00,13.3,12.2,93,4.6,350.0,13.0,1001.7,8.0
25,20180109,01:00:00,12.8,12.2,96,1.5,360.0,20.5,1000.8,9.0
26,20180109,02:00:00,13.3,12.2,93,4.3,10.0,16.6,1000.8,8.0
27,20180109,03:00:00,12.8,12.2,96,4.8,20.0,20.5,1000.4,
28,20180109,04:00:00,12.8,12.2,96,,360.0,16.6,1000.4,
29,20180109,05:00:00,13.9,12.8,93,0.0,320.0,11.2,1000.4,
30,20180109,06:00:00,13.9,12.1,89,0.0,350.0,20.5,1000.8,
31,20180109,07:00:00,13.3,11.7,90,0.0,350.0,18.4,1000.9,
32,20180109,08:00:00,13.3,12.2,93,0.0,290.0,18.4,1001.7,
33,20180109,09:00:00,13.3,11.7,90,0.0,330.0,16.6,1003.3,
34,20180109,10:00:00,14.4,12.8,90,0.0,270.0,13.0,1004.4,
35,20180109,11:00:00,14.4,12.3,87,0.0,270.0,16.6,1004.8,
36,20180109,12:00:00,13.9,11.1,83,0.0,270.0,25.9,1004.9,
37,20180109,13:00:00,13.3,11.2,87,0.0,290.0,33.5,1005.1,
38,20180109,14:00:00,13.3,10.7,84,0.0,290.0,44.6,1006.1,
39,20180109,15:00:00,13.3,9.9,80,0.0,280.0,46.4,1006.4,
40,20180109,16:00:00,12.8,9.4,80,0.0,280.0,37.1,1007.3,
41,20180109,17:00:00,12.2,8.9,80,0.0,280.0,50.0,1008.5,
42,20180109,18:00:00,12.2,8.9,80,0.0,290.0,40.7,1009.7,
43,20180109,19:00:00,12.2,8.3,77,0.0,270.0,48.2,1010.5,
44,20180109,20:00:00,11.7,7.8,77,0.0,280.0,40.7,1011.5,
45,20180109,21:00:00,11.7,7.8,77,0.0,300.0,20.5,1012.2,
46,20180109,22:00:00,11.7,7.8,77,0.0,280.0,38.9,1013.6,
47,20180109,23:00:00,11.7,7.2,74,0.0,290.0,38.9,1014.2,
48,20180110,00:00:00,11.7,6.6,71,0.0,290.0,33.5,1014.6,
49,20180110,01:00:00,11.1,6.6,74,0.0,300.0,31.7,1015.5,
50,20180110,02:00:00,10.6,6.7,77,0.0,280.0,27.7,1016.0,
51,20180110,03:00:00,11.1,6.6,74,0.0,290.0,37.1,1016.8,
52,20180110,04:00:00,10.6,7.1,79,0.0,280.0,37.1,1017.3,
53,20180110,05:00:00,10.6,7.1,79,0.0,280.0,22.3,1017.8,
54,20180110,06:00:00,11.7,7.8,77,0.0,290.0,13.0,1018.8,
55,20180110,07:00:00,11.1,7.8,80,0.0,280.0,14.8,1019.5,
56,20180110,08:00:00,11.7,7.8,77,0.0,260.0,11.2,1020.2,
57,20180110,09:00:00,12.2,7.7,74,0.0,220.0,9.4,1020.9,
58,20180110,10:00:00,12.8,8.3,74,0.0,230.0,11.2,1021.4,
59,20180110,11:00:00,13.9,9.3,74,0.0,210.0,7.6,1021.6,
60,20180110,12:00:00,12.2,8.9,80,0.0,70.0,16.6,1021.0,
61,20180110,13:00:00,14.4,10.6,78,0.0,200.0,22.3,1020.5,
62,20180110,14:00:00,13.9,10.7,81,0.0,180.0,13.0,1020.5,
63,20180110,15:00:00,12.8,9.4,80,0.0,110.0,11.2,1021.0,
64,20180110,16:00:00,13.3,10.7,84,0.0,80.0,5.4,1021.2,
65,20180110,17:00:00,13.3,10.7,84,0.0,80.0,7.6,1021.5,
66,20180110,18:00:00,13.9,11.1,83,0.0,300.0,7.6,1022.1,
67,20180110,19:00:00,13.9,11.1,83,0.0,300.0,9.4,1022.3,
68,20180110,20:00:00,12.8,10.5,86,0.0,100.0,5.4,1022.8,
69,20180110,21:00:00,12.8,10.5,86,0.0,90.0,5.4,1022.8,
70,20180110,22:00:00,12.8,10.5,86,0.0,310.0,5.4,1023.7,
71,20180110,23:00:00,12.8,10.5,86,0.0,290.0,13.0,1024.1,
72,20180111,00:00:00,12.8,11.0,89,0.0,290.0,7.6,1024.1,
73,20180111,01:00:00,12.2,10.6,90,0.0,290.0,11.2,1024.1,
74,20180111,02:00:00,12.2,11.1,93,0.0,,0.0,1024.4,
75,20180111,03:00:00,12.2,11.1,93,0.0,,0.0,1024.6,
76,20180111,04:00:00,12.2,10.6,90,0.0,340.0,0.0,1024.6,
77,20180111,05:00:00,11.7,9.9,89,0.0,340.0,5.4,1024.6,
78,20180111,06:00:00,11.7,9.9,89,0.0,360.0,0.0,1025.1,
79,20180111,07:00:00,11.7,9.9,89,0.0,360.0,7.6,1025.9,
80,20180111,08:00:00,11.1,10.0,93,0.0,360.0,11.2,1026.6,
81,20180111,09:00:00,11.7,10.6,93,0.0,,0.0,1027.2,
82,20180111,10:00:00,12.2,11.1,93,0.0,,0.0,1028.0,
83,20180111,11:00:00,12.8,10.5,86,0.0,70.0,7.6,1027.7,
84,20180111,12:00:00,13.3,11.2,87,0.0,60.0,9.4,1027.0,
85,20180111,13:00:00,13.9,11.8,87,0.0,70.0,9.4,1025.4,
86,20180111,14:00:00,13.9,10.7,81,0.0,10.0,11.2,1025.4,
87,20180111,15:00:00,14.4,10.6,78,0.0,30.0,7.6,1025.0,
88,20180111,16:00:00,14.4,10.6,78,0.0,10.0,7.6,1025.3,
89,20180111,17:00:00,14.4,10.0,75,0.0,310.0,13.0,1025.7,
90,20180111,18:00:00,13.3,9.4,77,0.0,280.0,16.6,1026.2,
91,20180111,19:00:00,12.8,9.4,80,0.0,280.0,13.0,1026.5,
92,20180111,20:00:00,12.2,9.4,83,0.0,280.0,18.4,1026.9,
93,20180111,21:00:00,12.2,9.9,86,0.0,280.0,16.6,1027.0,
94,20180111,22:00:00,11.7,9.9,89,0.0,280.0,18.4,1027.5,
95,20180111,23:00:00,11.7,9.9,89,0.0,300.0,16.6,1027.4,5.0
96,20180112,00:00:00,11.1,10.6,97,0.0,290.0,5.4,1027.1,5.0
97,20180112,01:00:00,11.7,11.1,96,0.0,170.0,0.0,1027.2,5.0
98,20180112,02:00:00,11.7,10.6,93,0.0,170.0,5.4,1027.2,5.0
99,20180112,03:00:00,11.7,10.6,93,0.0,150.0,5.4,1027.3,5.0
100,20180112,04:00:00,11.1,10.0,93,0.0,190.0,7.6,1027.3,5.0
101,20180112,05:00:00,11.1,10.0,93,0.0,200.0,5.4,1027.6,
102,20180112,06:00:00,11.7,9.9,89,0.0,,0.0,1027.9,
103,20180112,07:00:00,11.7,10.6,93,0.0,10.0,0.0,1028.1,
104,20180112,08:00:00,11.7,9.4,86,0.0,10.0,11.2,1028.5,
105,20180112,09:00:00,11.1,9.4,89,0.0,20.0,7.6,1028.8,
106,20180112,10:00:00,11.1,10.0,93,0.0,40.0,11.2,1029.3,
107,20180112,11:00:00,10.6,9.4,92,0.0,350.0,0.0,1028.9,
108,20180112,12:00:00,11.1,9.4,89,0.0,350.0,9.4,1027.6,5.0
109,20180112,13:00:00,10.6,9.4,92,0.0,360.0,0.0,1026.8,5.0
110,20180112,14:00:00,10.6,9.4,92,0.0,10.0,7.6,,5.0
111,20180112,15:00:00,11.1,10.6,97,0.0,30.0,0.0,1026.0,
112,20180112,16:00:00,12.2,9.4,83,0.0,30.0,5.4,1025.9,
113,20180112,17:00:00,12.8,10.0,83,0.0,360.0,11.2,1026.0,
114,20180112,18:00:00,12.2,9.9,86,0.0,360.0,11.2,1025.8,
115,20180112,19:00:00,12.8,10.0,83,0.0,,0.0,1025.7,
116,20180112,20:00:00,11.7,9.4,86,0.0,,0.0,1025.6,
117,20180112,21:00:00,11.7,9.4,86,0.0,,0.0,1025.6,
118,20180112,22:00:00,11.1,8.8,86,0.0,140.0,0.0,1025.6,
119,20180112,23:00:00,10.6,8.4,86,0.0,140.0,9.4,1025.7,
120,20180113,00:00:00,11.7,9.4,86,0.0,,0.0,1025.2,
121,20180113,01:00:00,10.0,8.3,89,0.0,,0.0,1024.6,
122,20180113,02:00:00,9.4,8.3,93,0.0,140.0,5.4,1024.3,5.0
123,20180113,03:00:00,10.6,9.4,92,0.0,30.0,9.4,1024.2,5.0
124,20180113,04:00:00,8.3,7.2,93,0.0,160.0,5.4,1023.7,5.0
125,20180113,05:00:00,9.4,8.3,93,0.0,,0.0,1023.3,5.0
126,20180113,06:00:00,8.3,7.2,93,0.0,200.0,9.4,1023.3,5.0
127,20180113,07:00:00,8.9,7.8,93,0.0,130.0,9.4,1023.4,
128,20180113,08:00:00,11.7,8.9,83,0.0,130.0,9.4,1023.6,
129,20180113,09:00:00,12.8,9.4,80,0.0,50.0,5.4,1023.9,
130,20180113,10:00:00,12.2,9.4,83,0.0,70.0,11.2,1024.0,
131,20180113,11:00:00,13.3,9.4,77,0.0,110.0,14.8,1023.6,
132,20180113,12:00:00,15.6,9.5,67,0.0,120.0,16.6,1022.5,
133,20180113,13:00:00,14.4,10.0,75,0.0,100.0,13.0,1021.7,
134,20180113,14:00:00,15.0,9.4,69,0.0,110.0,13.0,1021.0,
135,20180113,15:00:00,15.0,10.0,72,0.0,100.0,9.4,1020.8,
136,20180113,16:00:00,15.0,9.4,69,0.0,80.0,9.4,1020.6,
137,20180113,17:00:00,13.3,9.0,75,0.0,100.0,7.6,1020.5,
138,20180113,18:00:00,12.2,9.4,83,0.0,90.0,13.0,1020.6,
139,20180113,19:00:00,12.2,9.4,83,0.0,60.0,20.5,1021.0,
140,20180113,20:00:00,11.7,8.9,83,0.0,70.0,16.6,1021.5,
141,20180113,21:00:00,11.7,8.9,83,0.0,80.0,13.0,1021.7,
142,20180113,22:00:00,11.1,8.3,83,0.0,50.0,11.2,1022.1,
143,20180113,23:00:00,11.1,8.8,86,0.0,60.0,22.3,1021.9,
144,20180114,00:00:00,11.1,8.8,86,0.0,80.0,18.4,1021.9,
145,20180114,01:00:00,10.6,8.4,86,0.0,80.0,20.5,1022.0,
146,20180114,02:00:00,10.0,7.8,86,0.0,70.0,22.3,1021.5,
147,20180114,03:00:00,10.6,8.4,86,0.0,100.0,9.4,1021.1,
148,20180114,04:00:00,10.0,7.8,86,0.0,110.0,9.4,1020.6,
149,20180114,05:00:00,9.4,7.8,90,0.0,170.0,9.4,1020.4,
150,20180114,06:00:00,10.0,7.8,86,0.0,80.0,16.6,1020.6,
151,20180114,07:00:00,10.0,7.8,86,0.0,80.0,14.8,1020.8,
152,20180114,08:00:00,9.4,7.2,86,0.0,130.0,9.4,1021.2,
153,20180114,09:00:00,10.0,8.3,89,0.0,110.0,9.4,1021.7,
154,20180114,10:00:00,10.6,8.9,89,0.0,100.0,9.4,1022.4,
155,20180114,11:00:00,10.6,8.4,86,0.0,100.0,9.4,1022.1,
156,20180114,12:00:00,12.2,7.7,74,0.0,140.0,9.4,1021.8,
157,20180114,13:00:00,13.3,8.4,72,0.0,90.0,5.4,1021.1,
158,20180114,14:00:00,13.3,8.4,72,0.0,70.0,5.4,1019.9,
159,20180114,15:00:00,12.8,8.9,77,0.0,30.0,0.0,1019.9,
160,20180114,16:00:00,12.8,9.4,80,0.0,30.0,7.6,1020.0,5.0
161,20180114,17:00:00,12.2,8.9,80,0.0,60.0,11.2,1019.5,
162,20180114,18:00:00,12.2,9.4,83,0.0,30.0,7.6,1019.7,5.0
163,20180114,19:00:00,12.2,9.4,83,0.0,30.0,13.0,1019.5,
164,20180114,20:00:00,11.7,9.4,86,0.0,120.0,5.4,1018.9,
165,20180114,21:00:00,12.2,9.4,83,0.0,150.0,14.8,1018.2,
166,20180114,22:00:00,12.2,8.9,80,0.0,220.0,7.6,1019.4,5.0
167,20180114,23:00:00,12.2,9.9,86,0.0,360.0,9.4,1020.0,5.0
0,20180115,00:00:00,11.1,9.4,89,0.0,,0.0,1019.7,
1,20180115,01:00:00,10.6,8.9,89,0.0,160.0,0.0,1019.4,5.0
2,20180115,02:00:00,10.6,8.9,89,0.0,160.0,5.4,1019.3,5.0
3,20180115,03:00:00,8.9,7.2,89,0.0,150.0,5.4,1018.9,5.0
4,20180115,04:00:00,8.9,7.2,89,0.0,240.0,5.4,1019.1,5.0
5,20180115,05:00:00,9.4,7.8,90,0.0,290.0,5.4,1019.0,5.0
6,20180115,06:00:00,11.1,8.8,86,0.0,30.0,14.8,1019.1,
7,20180115,07:00:00,10.6,8.9,89,0.0,20.0,16.6,1019.1,5.0
8,20180115,08:00:00,10.6,8.9,89,0.0,160.0,9.4,1018.7,5.0
9,20180115,09:00:00,11.1,9.4,89,0.0,20.0,0.0,1019.8,5.0
10,20180115,10:00:00,11.7,9.4,86,0.0,20.0,9.4,1020.6,5.0
